primary_type,location_description,count
INTERFERENCE WITH PUBLIC OFFICER,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,1
INTERFERENCE WITH PUBLIC OFFICER,AUTO/BOAT/RV DEALERSHIP,1
INTERFERENCE WITH PUBLIC OFFICER,BRIDGE,1
INTERFERENCE WITH PUBLIC OFFICER,COLLEGE/UNIVERSITY GROUNDS,1
INTERFERENCE WITH PUBLIC OFFICER,COMMERCIAL/BUSINESS OFFICE,1
INTERFERENCE WITH PUBLIC OFFICER,HIGHWAY/EXPRESSWAY,1
INTERFERENCE WITH PUBLIC OFFICER,LAKEFRONT/WATERFRONT/RIVERBANK,1
INTERFERENCE WITH PUBLIC OFFICER,OTHER (SPECIFY),1
INTERFERENCE WITH PUBLIC OFFICER,OTHER RAILROAD PROP/TRAIN DEPOT,1
INTERFERENCE WITH PUBLIC OFFICER,SCHOOL - PRIVATE BUILDING,1
INTERFERENCE WITH PUBLIC OFFICER,SCHOOL - PRIVATE GROUNDS,1
INTERFERENCE WITH PUBLIC OFFICER,SCHOOL - PUBLIC GROUNDS,1
INTERFERENCE WITH PUBLIC OFFICER,TAVERN/LIQUOR STORE,1
INTERFERENCE WITH PUBLIC OFFICER,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",1
INTIMIDATION,RESIDENCE,220
INTIMIDATION,APARTMENT,95
INTIMIDATION,OTHER,37
INTIMIDATION,STREET,32
INTIMIDATION,SIDEWALK,15
INTIMIDATION,GOVERNMENT BUILDING/PROPERTY,11
INTIMIDATION,SMALL RETAIL STORE,9
INTIMIDATION,RESTAURANT,7
INTIMIDATION,COMMERCIAL/BUSINESS OFFICE,6
INTIMIDATION,PARKING LOT/GARAGE(NON.RESID.),6
INTIMIDATION,POLICE FACILITY/VEHICLE PARKING LOT,5
INTIMIDATION,HOTEL/MOTEL,3
INTIMIDATION,NURSING HOME/RETIREMENT HOME,3
INTIMIDATION,POLICE FACILITY/VEH PARKING LOT,3
INTIMIDATION,SCHOOL - PRIVATE BUILDING,3
INTIMIDATION,SCHOOL - PUBLIC BUILDING,3
INTIMIDATION,CONVENIENCE STORE,2
INTIMIDATION,HOSPITAL BUILDING/GROUNDS,2
INTIMIDATION,OTHER (SPECIFY),2
INTIMIDATION,PARKING LOT/GARAGE (NON RESIDENTIAL),2
INTIMIDATION,RESIDENCE - GARAGE,2
INTIMIDATION,RESIDENCE - YARD (FRONT/BACK),2
INTIMIDATION,RESIDENCE PORCH/HALLWAY,2
INTIMIDATION,VEHICLE NON-COMMERCIAL,2
INTIMIDATION,AIRPORT EXTERIOR - NON-SECURE AREA,1
INTIMIDATION,ALLEY,1
INTIMIDATION,BANK,1
INTIMIDATION,BAR OR TAVERN,1
INTIMIDATION,CHA APARTMENT,1
INTIMIDATION,CHA PARKING LOT/GROUNDS,1
INTIMIDATION,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
INTIMIDATION,CTA STATION,1
INTIMIDATION,DAY CARE CENTER,1
INTIMIDATION,DRIVEWAY - RESIDENTIAL,1
INTIMIDATION,DRUG STORE,1
INTIMIDATION,FEDERAL BUILDING,1
INTIMIDATION,GAS STATION,1
INTIMIDATION,RESIDENCE - PORCH/HALLWAY,1
INTIMIDATION,RESIDENTIAL YARD (FRONT/BACK),1
INTIMIDATION,SCHOOL - PRIVATE GROUNDS,1
INTIMIDATION,SCHOOL - PUBLIC GROUNDS,1
INTIMIDATION,WAREHOUSE,1
KIDNAPPING,RESIDENCE,107
KIDNAPPING,SIDEWALK,100
KIDNAPPING,STREET,88
KIDNAPPING,APARTMENT,53
KIDNAPPING,ALLEY,18
KIDNAPPING,SCHOOL - PUBLIC GROUNDS,13
KIDNAPPING,CTA BUS STOP,12
KIDNAPPING,VEHICLE NON-COMMERCIAL,8
KIDNAPPING,PARK PROPERTY,7
KIDNAPPING,OTHER,4
KIDNAPPING,POLICE FACILITY/VEH PARKING LOT,4
KIDNAPPING,RESIDENTIAL YARD (FRONT/BACK),4
KIDNAPPING,SCHOOL - PUBLIC BUILDING,4
KIDNAPPING,CONVENIENCE STORE,3
KIDNAPPING,GAS STATION,3
KIDNAPPING,OTHER (SPECIFY),3
KIDNAPPING,PARKING LOT/GARAGE (NON RESIDENTIAL),3
KIDNAPPING,PARKING LOT/GARAGE(NON.RESID.),3
KIDNAPPING,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",3
KIDNAPPING,BARBERSHOP,2
KIDNAPPING,CTA STATION,2
KIDNAPPING,DAY CARE CENTER,2
KIDNAPPING,HOTEL/MOTEL,2
KIDNAPPING,POLICE FACILITY/VEHICLE PARKING LOT,2
KIDNAPPING,RESTAURANT,2
KIDNAPPING,SCHOOL - PRIVATE BUILDING,2
KIDNAPPING,SCHOOL - PRIVATE GROUNDS,2
KIDNAPPING,ABANDONED BUILDING,1
KIDNAPPING,GOVERNMENT BUILDING/PROPERTY,1
KIDNAPPING,HOSPITAL BUILDING/GROUNDS,1
KIDNAPPING,LIBRARY,1
KIDNAPPING,OTHER COMMERCIAL TRANSPORTATION,1
KIDNAPPING,OTHER RAILROAD PROP/TRAIN DEPOT,1
KIDNAPPING,RESIDENCE PORCH/HALLWAY,1
KIDNAPPING,SMALL RETAIL STORE,1
LIQUOR LAW VIOLATION,TAVERN/LIQUOR STORE,192
LIQUOR LAW VIOLATION,BAR OR TAVERN,116
LIQUOR LAW VIOLATION,RESTAURANT,99
LIQUOR LAW VIOLATION,CONVENIENCE STORE,45
LIQUOR LAW VIOLATION,SIDEWALK,26
LIQUOR LAW VIOLATION,GROCERY FOOD STORE,25
LIQUOR LAW VIOLATION,OTHER,24
LIQUOR LAW VIOLATION,STREET,24
LIQUOR LAW VIOLATION,SMALL RETAIL STORE,19
LIQUOR LAW VIOLATION,RESIDENCE,9
LIQUOR LAW VIOLATION,VEHICLE NON-COMMERCIAL,7
LIQUOR LAW VIOLATION,APARTMENT,6
LIQUOR LAW VIOLATION,BARBERSHOP,6
LIQUOR LAW VIOLATION,DRUG STORE,6
LIQUOR LAW VIOLATION,PARK PROPERTY,6
LIQUOR LAW VIOLATION,ALLEY,5
LIQUOR LAW VIOLATION,COMMERCIAL/BUSINESS OFFICE,5
LIQUOR LAW VIOLATION,OTHER (SPECIFY),5
LIQUOR LAW VIOLATION,SCHOOL - PUBLIC GROUNDS,3
LIQUOR LAW VIOLATION,CTA PLATFORM,2
LIQUOR LAW VIOLATION,CTA STATION,2
LIQUOR LAW VIOLATION,BOWLING ALLEY,1
LIQUOR LAW VIOLATION,CHA HALLWAY/STAIRWELL/ELEVATOR,1
LIQUOR LAW VIOLATION,COLLEGE/UNIVERSITY RESIDENCE HALL,1
LIQUOR LAW VIOLATION,CTA BUS,1
LIQUOR LAW VIOLATION,HOTEL/MOTEL,1
LIQUOR LAW VIOLATION,OTHER RAILROAD PROP/TRAIN DEPOT,1
LIQUOR LAW VIOLATION,PARKING LOT/GARAGE(NON.RESID.),1
LIQUOR LAW VIOLATION,RESIDENCE - GARAGE,1
LIQUOR LAW VIOLATION,RESIDENTIAL YARD (FRONT/BACK),1
LIQUOR LAW VIOLATION,WAREHOUSE,1
MOTOR VEHICLE THEFT,STREET,20829
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),1604
MOTOR VEHICLE THEFT,GAS STATION,961
MOTOR VEHICLE THEFT,RESIDENCE,694
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE (NON RESIDENTIAL),601
MOTOR VEHICLE THEFT,ALLEY,518
MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,513
MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),483
MOTOR VEHICLE THEFT,OTHER,447
MOTOR VEHICLE THEFT,DRIVEWAY - RESIDENTIAL,338
MOTOR VEHICLE THEFT,RESIDENCE - GARAGE,299
MOTOR VEHICLE THEFT,APARTMENT,276
MOTOR VEHICLE THEFT,VACANT LOT/LAND,170
MOTOR VEHICLE THEFT,OTHER (SPECIFY),162
MOTOR VEHICLE THEFT,RESIDENCE - YARD (FRONT/BACK),137
MOTOR VEHICLE THEFT,SIDEWALK,77
MOTOR VEHICLE THEFT,AUTO/BOAT/RV DEALERSHIP,75
MOTOR VEHICLE THEFT,COMMERCIAL/BUSINESS OFFICE,60
MOTOR VEHICLE THEFT,AIRPORT PARKING LOT,46
MOTOR VEHICLE THEFT,SPORTS ARENA/STADIUM,45
MOTOR VEHICLE THEFT,HOTEL/MOTEL,43
MOTOR VEHICLE THEFT,RESTAURANT,36
MOTOR VEHICLE THEFT,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,34
MOTOR VEHICLE THEFT,PARK PROPERTY,33
MOTOR VEHICLE THEFT,AIRPORT EXTERIOR - NON-SECURE AREA,23
MOTOR VEHICLE THEFT,CAR WASH,23
MOTOR VEHICLE THEFT,HOSPITAL BUILDING/GROUNDS,22
MOTOR VEHICLE THEFT,OTHER COMMERCIAL TRANSPORTATION,19
MOTOR VEHICLE THEFT,CHA PARKING LOT/GROUNDS,18
MOTOR VEHICLE THEFT,SMALL RETAIL STORE,17
MOTOR VEHICLE THEFT,AIRPORT VENDING ESTABLISHMENT,15
MOTOR VEHICLE THEFT,CONVENIENCE STORE,15
MOTOR VEHICLE THEFT,CTA GARAGE/OTHER PROPERTY,15
MOTOR VEHICLE THEFT,WAREHOUSE,15
MOTOR VEHICLE THEFT,POLICE FACILITY/VEH PARKING LOT,13
MOTOR VEHICLE THEFT,VEHICLE-COMMERCIAL,13
MOTOR VEHICLE THEFT,SCHOOL - PUBLIC GROUNDS,12
MOTOR VEHICLE THEFT,GROCERY FOOD STORE,9
MOTOR VEHICLE THEFT,POLICE FACILITY/VEHICLE PARKING LOT,9
MOTOR VEHICLE THEFT,VEHICLE - COMMERCIAL,9
MOTOR VEHICLE THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,8
MOTOR VEHICLE THEFT,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",8
MOTOR VEHICLE THEFT,RESIDENCE PORCH/HALLWAY,7
MOTOR VEHICLE THEFT,TAVERN/LIQUOR STORE,6
MOTOR VEHICLE THEFT,CHA APARTMENT,5
MOTOR VEHICLE THEFT,FACTORY/MANUFACTURING BUILDING,5
MOTOR VEHICLE THEFT,GOVERNMENT BUILDING/PROPERTY,5
MOTOR VEHICLE THEFT,RESIDENCE - PORCH/HALLWAY,5
MOTOR VEHICLE THEFT,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",5
MOTOR VEHICLE THEFT,BANK,4
MOTOR VEHICLE THEFT,BAR OR TAVERN,4
MOTOR VEHICLE THEFT,CONSTRUCTION SITE,4
MOTOR VEHICLE THEFT,CTA PARKING LOT/GARAGE/OTHER PROPERTY,4
MOTOR VEHICLE THEFT,CTA STATION,4
MOTOR VEHICLE THEFT,FOREST PRESERVE,4
MOTOR VEHICLE THEFT,HIGHWAY/EXPRESSWAY,4
MOTOR VEHICLE THEFT,MOVIE HOUSE/THEATER,4
MOTOR VEHICLE THEFT,SCHOOL - PRIVATE GROUNDS,4
MOTOR VEHICLE THEFT,VEHICLE - DELIVERY TRUCK,4
MOTOR VEHICLE THEFT,ATHLETIC CLUB,3
MOTOR VEHICLE THEFT,DEPARTMENT STORE,3
MOTOR VEHICLE THEFT,DRUG STORE,3
MOTOR VEHICLE THEFT,NURSING HOME/RETIREMENT HOME,3
MOTOR VEHICLE THEFT,OTHER RAILROAD PROP/TRAIN DEPOT,3
MOTOR VEHICLE THEFT,POOL ROOM,3
MOTOR VEHICLE THEFT,ABANDONED BUILDING,2
MOTOR VEHICLE THEFT,AIRPORT EXTERIOR - SECURE AREA,2
MOTOR VEHICLE THEFT,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,2
MOTOR VEHICLE THEFT,BARBERSHOP,2
MOTOR VEHICLE THEFT,COLLEGE/UNIVERSITY GROUNDS,2
MOTOR VEHICLE THEFT,CURRENCY EXCHANGE,2
MOTOR VEHICLE THEFT,NURSING/RETIREMENT HOME,2
MOTOR VEHICLE THEFT,SCHOOL - PRIVATE BUILDING,2
MOTOR VEHICLE THEFT,SCHOOL - PUBLIC BUILDING,2
MOTOR VEHICLE THEFT,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,1
MOTOR VEHICLE THEFT,AIRPORT TRANSPORTATION SYSTEM (ATS),1
MOTOR VEHICLE THEFT,COLLEGE/UNIVERSITY - GROUNDS,1
MOTOR VEHICLE THEFT,CTA BUS STOP,1
MOTOR VEHICLE THEFT,DAY CARE CENTER,1
MOTOR VEHICLE THEFT,LAKEFRONT/WATERFRONT/RIVERBANK,1
MOTOR VEHICLE THEFT,MEDICAL/DENTAL OFFICE,1
MOTOR VEHICLE THEFT,OTHER RAILROAD PROPERTY/TRAIN DEPOT,1
MOTOR VEHICLE THEFT,TAXICAB,1
MOTOR VEHICLE THEFT,VEHICLE-COMMERCIAL - ENTERTAINMENT/PARTY BUS,1
NARCOTICS,STREET,11910
NARCOTICS,SIDEWALK,10555
NARCOTICS,ALLEY,2355
NARCOTICS,VEHICLE NON-COMMERCIAL,1751
NARCOTICS,RESIDENCE,1320
NARCOTICS,APARTMENT,1186
NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),763
NARCOTICS,POLICE FACILITY/VEH PARKING LOT,654
NARCOTICS,VACANT LOT/LAND,550
NARCOTICS,GAS STATION,504
NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),448
NARCOTICS,POLICE FACILITY/VEHICLE PARKING LOT,399
NARCOTICS,PARK PROPERTY,286
NARCOTICS,GOVERNMENT BUILDING/PROPERTY,272
NARCOTICS,OTHER,256
NARCOTICS,SCHOOL - PUBLIC BUILDING,251
NARCOTICS,RESIDENCE PORCH/HALLWAY,233
NARCOTICS,HOSPITAL BUILDING/GROUNDS,220
NARCOTICS,ABANDONED BUILDING,175
NARCOTICS,PARKING LOT/GARAGE (NON RESIDENTIAL),136
NARCOTICS,CTA STATION,115
NARCOTICS,CTA PLATFORM,114
NARCOTICS,CTA BUS STOP,113
NARCOTICS,RESTAURANT,112
NARCOTICS,AIRPORT/AIRCRAFT,109
NARCOTICS,SMALL RETAIL STORE,90
NARCOTICS,DRUG STORE,77
NARCOTICS,CTA TRAIN,74
NARCOTICS,RESIDENCE - YARD (FRONT/BACK),63
NARCOTICS,CHA PARKING LOT/GROUNDS,62
NARCOTICS,NURSING HOME/RETIREMENT HOME,61
NARCOTICS,RESIDENCE - GARAGE,56
NARCOTICS,CONVENIENCE STORE,52
NARCOTICS,RESIDENCE - PORCH/HALLWAY,50
NARCOTICS,SCHOOL - PUBLIC GROUNDS,49
NARCOTICS,OTHER RAILROAD PROP/TRAIN DEPOT,48
NARCOTICS,SCHOOL - PRIVATE BUILDING,45
NARCOTICS,HOTEL/MOTEL,44
NARCOTICS,OTHER RAILROAD PROPERTY/TRAIN DEPOT,37
NARCOTICS,GROCERY FOOD STORE,36
NARCOTICS,OTHER (SPECIFY),35
NARCOTICS,JAIL/LOCK-UP FACILITY,31
NARCOTICS,MEDICAL/DENTAL OFFICE,28
NARCOTICS,NURSING/RETIREMENT HOME,24
NARCOTICS,DRIVEWAY - RESIDENTIAL,20
NARCOTICS,CHA APARTMENT,17
NARCOTICS,CHA HALLWAY/STAIRWELL/ELEVATOR,17
NARCOTICS,CTA BUS,16
NARCOTICS,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,14
NARCOTICS,COMMERCIAL/BUSINESS OFFICE,14
NARCOTICS,VEHICLE-COMMERCIAL,14
NARCOTICS,CTA GARAGE/OTHER PROPERTY,13
NARCOTICS,COLLEGE/UNIVERSITY RESIDENCE HALL,11
NARCOTICS,DEPARTMENT STORE,11
NARCOTICS,SCHOOL - PRIVATE GROUNDS,10
NARCOTICS,BAR OR TAVERN,9
NARCOTICS,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,9
NARCOTICS,LIBRARY,9
NARCOTICS,SPORTS ARENA/STADIUM,9
NARCOTICS,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,8
NARCOTICS,BANK,7
NARCOTICS,BARBERSHOP,7
NARCOTICS,HIGHWAY/EXPRESSWAY,7
NARCOTICS,TAVERN/LIQUOR STORE,7
NARCOTICS,WAREHOUSE,7
NARCOTICS,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,6
NARCOTICS,FACTORY/MANUFACTURING BUILDING,6
NARCOTICS,COLLEGE/UNIVERSITY GROUNDS,5
NARCOTICS,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",5
NARCOTICS,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,4
NARCOTICS,AIRPORT EXTERIOR - NON-SECURE AREA,4
NARCOTICS,ATHLETIC CLUB,4
NARCOTICS,AUTO/BOAT/RV DEALERSHIP,4
NARCOTICS,OTHER COMMERCIAL TRANSPORTATION,4
NARCOTICS,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,3
NARCOTICS,CAR WASH,3
NARCOTICS,CLEANING STORE,3
NARCOTICS,LAKEFRONT/WATERFRONT/RIVERBANK,3
NARCOTICS,MOVIE HOUSE/THEATER,3
NARCOTICS,VEHICLE - COMMERCIAL,3
NARCOTICS,AIRCRAFT,2
NARCOTICS,BOAT/WATERCRAFT,2
NARCOTICS,BRIDGE,2
NARCOTICS,CTA PARKING LOT/GARAGE/OTHER PROPERTY,2
NARCOTICS,FEDERAL BUILDING,2
NARCOTICS,FIRE STATION,2
NARCOTICS,NEWSSTAND,2
NARCOTICS,AIRPORT EXTERIOR - SECURE AREA,1
NARCOTICS,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,1
NARCOTICS,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,1
NARCOTICS,AIRPORT VENDING ESTABLISHMENT,1
NARCOTICS,ATM (AUTOMATIC TELLER MACHINE),1
NARCOTICS,CEMETARY,1
NARCOTICS,CONSTRUCTION SITE,1
NARCOTICS,CTA TRACKS - RIGHT OF WAY,1
NARCOTICS,DAY CARE CENTER,1
NARCOTICS,FOREST PRESERVE,1
NARCOTICS,HORSE STABLE,1
NARCOTICS,PAWN SHOP,1
NARCOTICS,SAVINGS AND LOAN,1
NARCOTICS,TAXICAB,1
NARCOTICS,VEHICLE - DELIVERY TRUCK,1
OBSCENITY,RESIDENCE,80
OBSCENITY,APARTMENT,45
OBSCENITY,SCHOOL - PUBLIC BUILDING,25
OBSCENITY,OTHER,12
OBSCENITY,OTHER (SPECIFY),5
OBSCENITY,SIDEWALK,4
OBSCENITY,STREET,4
OBSCENITY,SCHOOL - PRIVATE BUILDING,3
OBSCENITY,CHA APARTMENT,2
OBSCENITY,RESIDENCE - YARD (FRONT/BACK),2
OBSCENITY,SCHOOL - PUBLIC GROUNDS,2
OBSCENITY,ALLEY,1
OBSCENITY,ATHLETIC CLUB,1
OBSCENITY,AUTO/BOAT/RV DEALERSHIP,1
OBSCENITY,CHA HALLWAY/STAIRWELL/ELEVATOR,1
OBSCENITY,COLLEGE/UNIVERSITY RESIDENCE HALL,1
OBSCENITY,COMMERCIAL/BUSINESS OFFICE,1
OBSCENITY,CTA BUS,1
OBSCENITY,CTA BUS STOP,1
OBSCENITY,CTA PLATFORM,1
OBSCENITY,CTA TRAIN,1
OBSCENITY,PARK PROPERTY,1
OBSCENITY,POOL ROOM,1
OBSCENITY,RESIDENCE - GARAGE,1
OBSCENITY,SMALL RETAIL STORE,1
OFFENSE INVOLVING CHILDREN,RESIDENCE,3213
OFFENSE INVOLVING CHILDREN,APARTMENT,1724
OFFENSE INVOLVING CHILDREN,STREET,291
OFFENSE INVOLVING CHILDREN,SCHOOL - PUBLIC BUILDING,194
OFFENSE INVOLVING CHILDREN,SIDEWALK,181
OFFENSE INVOLVING CHILDREN,OTHER,93
OFFENSE INVOLVING CHILDREN,DAY CARE CENTER,79
OFFENSE INVOLVING CHILDREN,POLICE FACILITY/VEH PARKING LOT,77
OFFENSE INVOLVING CHILDREN,PARKING LOT/GARAGE(NON.RESID.),52
OFFENSE INVOLVING CHILDREN,SCHOOL - PUBLIC GROUNDS,51
OFFENSE INVOLVING CHILDREN,HOSPITAL BUILDING/GROUNDS,42
OFFENSE INVOLVING CHILDREN,OTHER (SPECIFY),41
OFFENSE INVOLVING CHILDREN,POLICE FACILITY/VEHICLE PARKING LOT,37
OFFENSE INVOLVING CHILDREN,VEHICLE NON-COMMERCIAL,37
OFFENSE INVOLVING CHILDREN,SCHOOL - PRIVATE BUILDING,36
OFFENSE INVOLVING CHILDREN,PARK PROPERTY,33
OFFENSE INVOLVING CHILDREN,RESIDENCE PORCH/HALLWAY,29
OFFENSE INVOLVING CHILDREN,ALLEY,23
OFFENSE INVOLVING CHILDREN,CHA APARTMENT,21
OFFENSE INVOLVING CHILDREN,RESIDENTIAL YARD (FRONT/BACK),20
OFFENSE INVOLVING CHILDREN,GOVERNMENT BUILDING/PROPERTY,18
OFFENSE INVOLVING CHILDREN,RESTAURANT,17
OFFENSE INVOLVING CHILDREN,HOTEL/MOTEL,12
OFFENSE INVOLVING CHILDREN,PARKING LOT/GARAGE (NON RESIDENTIAL),12
OFFENSE INVOLVING CHILDREN,SCHOOL - PRIVATE GROUNDS,12
OFFENSE INVOLVING CHILDREN,RESIDENCE - PORCH/HALLWAY,11
OFFENSE INVOLVING CHILDREN,RESIDENCE - YARD (FRONT/BACK),8
OFFENSE INVOLVING CHILDREN,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,7
OFFENSE INVOLVING CHILDREN,DEPARTMENT STORE,7
OFFENSE INVOLVING CHILDREN,GAS STATION,7
OFFENSE INVOLVING CHILDREN,FIRE STATION,6
OFFENSE INVOLVING CHILDREN,CHA PARKING LOT/GROUNDS,5
OFFENSE INVOLVING CHILDREN,SMALL RETAIL STORE,5
OFFENSE INVOLVING CHILDREN,COMMERCIAL/BUSINESS OFFICE,4
OFFENSE INVOLVING CHILDREN,CONVENIENCE STORE,4
OFFENSE INVOLVING CHILDREN,GROCERY FOOD STORE,4
OFFENSE INVOLVING CHILDREN,LIBRARY,4
OFFENSE INVOLVING CHILDREN,MEDICAL/DENTAL OFFICE,4
OFFENSE INVOLVING CHILDREN,MOVIE HOUSE/THEATER,4
OFFENSE INVOLVING CHILDREN,BAR OR TAVERN,3
OFFENSE INVOLVING CHILDREN,CTA TRAIN,3
OFFENSE INVOLVING CHILDREN,DRUG STORE,3
OFFENSE INVOLVING CHILDREN,OTHER COMMERCIAL TRANSPORTATION,3
OFFENSE INVOLVING CHILDREN,VACANT LOT/LAND,3
OFFENSE INVOLVING CHILDREN,ATHLETIC CLUB,2
OFFENSE INVOLVING CHILDREN,COLLEGE/UNIVERSITY GROUNDS,2
OFFENSE INVOLVING CHILDREN,CTA BUS STOP,2
OFFENSE INVOLVING CHILDREN,CTA GARAGE/OTHER PROPERTY,2
OFFENSE INVOLVING CHILDREN,CTA PLATFORM,2
OFFENSE INVOLVING CHILDREN,HIGHWAY/EXPRESSWAY,2
OFFENSE INVOLVING CHILDREN,RESIDENCE - GARAGE,2
OFFENSE INVOLVING CHILDREN,VEHICLE-COMMERCIAL - TROLLEY BUS,2
OFFENSE INVOLVING CHILDREN,AIRPORT EXTERIOR - NON-SECURE AREA,1
OFFENSE INVOLVING CHILDREN,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,1
OFFENSE INVOLVING CHILDREN,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,1
OFFENSE INVOLVING CHILDREN,BANK,1
OFFENSE INVOLVING CHILDREN,BARBERSHOP,1
OFFENSE INVOLVING CHILDREN,COLLEGE/UNIVERSITY - RESIDENCE HALL,1
OFFENSE INVOLVING CHILDREN,CTA STATION,1
OFFENSE INVOLVING CHILDREN,FACTORY/MANUFACTURING BUILDING,1
OFFENSE INVOLVING CHILDREN,JAIL/LOCK-UP FACILITY,1
OFFENSE INVOLVING CHILDREN,NURSING HOME/RETIREMENT HOME,1
OFFENSE INVOLVING CHILDREN,OTHER RAILROAD PROPERTY/TRAIN DEPOT,1
OFFENSE INVOLVING CHILDREN,PAWN SHOP,1
OFFENSE INVOLVING CHILDREN,POOL ROOM,1
OFFENSE INVOLVING CHILDREN,VEHICLE-COMMERCIAL,1
OTHER NARCOTIC VIOLATION,STREET,5
OTHER NARCOTIC VIOLATION,SIDEWALK,3
OTHER NARCOTIC VIOLATION,APARTMENT,2
OTHER NARCOTIC VIOLATION,BAR OR TAVERN,1
OTHER NARCOTIC VIOLATION,CTA TRAIN,1
OTHER NARCOTIC VIOLATION,OTHER,1
OTHER NARCOTIC VIOLATION,POLICE FACILITY/VEHICLE PARKING LOT,1
OTHER NARCOTIC VIOLATION,SCHOOL - PRIVATE BUILDING,1
OTHER OFFENSE,RESIDENCE,16959
OTHER OFFENSE,STREET,9297
OTHER OFFENSE,APARTMENT,8365
OTHER OFFENSE,OTHER,2908
OTHER OFFENSE,SIDEWALK,1148
OTHER OFFENSE,OTHER (SPECIFY),565
OTHER OFFENSE,SMALL RETAIL STORE,510
OTHER OFFENSE,RESTAURANT,499
OTHER OFFENSE,VEHICLE NON-COMMERCIAL,491
OTHER OFFENSE,SCHOOL - PUBLIC BUILDING,401
OTHER OFFENSE,COMMERCIAL/BUSINESS OFFICE,390
OTHER OFFENSE,ALLEY,366
OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),351
OTHER OFFENSE,GAS STATION,297
OTHER OFFENSE,RESIDENTIAL YARD (FRONT/BACK),297
OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,294
OTHER OFFENSE,HOSPITAL BUILDING/GROUNDS,256
OTHER OFFENSE,GOVERNMENT BUILDING/PROPERTY,188
OTHER OFFENSE,CONVENIENCE STORE,187
OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,172
OTHER OFFENSE,GROCERY FOOD STORE,148
OTHER OFFENSE,SCHOOL - PUBLIC GROUNDS,129
OTHER OFFENSE,PARK PROPERTY,124
OTHER OFFENSE,RESIDENCE - GARAGE,110
OTHER OFFENSE,BAR OR TAVERN,101
OTHER OFFENSE,PARKING LOT/GARAGE (NON RESIDENTIAL),99
OTHER OFFENSE,HOTEL/MOTEL,96
OTHER OFFENSE,RESIDENCE - YARD (FRONT/BACK),91
OTHER OFFENSE,SCHOOL - PRIVATE BUILDING,90
OTHER OFFENSE,CHA APARTMENT,87
OTHER OFFENSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,87
OTHER OFFENSE,NURSING HOME/RETIREMENT HOME,86
OTHER OFFENSE,MEDICAL/DENTAL OFFICE,85
OTHER OFFENSE,POLICE FACILITY/VEHICLE PARKING LOT,69
OTHER OFFENSE,RESIDENCE - PORCH/HALLWAY,65
OTHER OFFENSE,VACANT LOT/LAND,61
OTHER OFFENSE,DEPARTMENT STORE,55
OTHER OFFENSE,CHA PARKING LOT/GROUNDS,47
OTHER OFFENSE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,45
OTHER OFFENSE,BARBERSHOP,44
OTHER OFFENSE,DAY CARE CENTER,42
OTHER OFFENSE,WAREHOUSE,41
OTHER OFFENSE,BANK,40
OTHER OFFENSE,COLLEGE/UNIVERSITY GROUNDS,35
OTHER OFFENSE,CTA STATION,34
OTHER OFFENSE,NURSING/RETIREMENT HOME,34
OTHER OFFENSE,DRIVEWAY - RESIDENTIAL,32
OTHER OFFENSE,SCHOOL - PRIVATE GROUNDS,28
OTHER OFFENSE,AUTO/BOAT/RV DEALERSHIP,27
OTHER OFFENSE,ABANDONED BUILDING,26
OTHER OFFENSE,CTA BUS STOP,26
OTHER OFFENSE,CTA PLATFORM,24
